lead_id,name,email,company,industry,lead_source,lead_score,engagement_score,page_views,email_opens,time_on_site_minutes,converted,conversion_probability,days_in_pipeline,last_activity_date
LEAD-00349,Willie Decker,carterolivia@golden-larsen.biz,"Hudson, Lee and Owens",Manufacturing,content_download,40.5,37.2,15,12,36.4,False,0.38,57,2026-02-13
LEAD-00350,Evan Wallace,kryan@neal.com,"Gallegos, Brooks and Hughes",E-commerce,paid_search,2.3,0.0,2,14,44.4,False,0.119,5,2026-03-04
LEAD-00351,Neil Mccann,dianesingh@garcia.com,"Gomez, Lucas and Brown",Manufacturing,referral,34.4,47.6,36,19,1.5,False,0.267,30,2026-03-09
LEAD-00352,Rita Bell,oliversonya@contreras.com,"Parker, Bartlett and Hernandez",Manufacturing,content_download,38.3,44.4,45,10,1.0,False,0.497,69,2026-03-24
LEAD-00353,Michael Ward,gloria33@ayala.org,"Compton, Valenzuela and Smith",E-commerce,webinar,12.6,0.0,39,13,24.5,False,0.065,34,2026-02-12
LEAD-00354,Pamela Miller,qsanders@johnson.net,Bell Inc,Education,social,35.1,36.9,28,10,42.8,False,0.363,58,2026-03-17
LEAD-00355,Timothy Hill,rickmorris@brown.info,"Fuller, Todd and Morse",E-commerce,demo_request,8.3,0.0,47,14,12.2,False,0.101,24,2026-02-22
LEAD-00356,Mr. Michael Davis,jford@owen.com,Smith Group,SaaS,social,45.0,71.5,17,1,41.7,False,0.588,82,2026-02-22
LEAD-00357,Mr. Mark Taylor MD,alexandra09@dodson.com,Powers-Castro,Manufacturing,organic_search,17.7,0.0,24,10,19.2,False,0.077,36,2026-03-24
LEAD-00358,Erik Baker,nicholaskim@walker.com,"Davis, Santiago and Tapia",SaaS,webinar,52.0,52.3,12,1,5.7,False,0.639,51,2026-03-21
LEAD-00359,Jennifer Powell,adrian19@villegas-newton.com,Coleman-Espinoza,Media,demo_request,7.7,0.0,21,19,33.3,False,0.229,87,2026-02-07
LEAD-00360,Ryan Morales,shelby16@thompson.com,Watson Ltd,Healthcare,organic_search,13.4,1.5,2,2,10.5,False,0.166,33,2026-02-08
LEAD-00361,Elizabeth Green,ojohnson@smith-johnson.info,Vega-Fletcher,E-commerce,social,25.8,35.5,3,11,33.3,False,0.219,69,2026-01-30
LEAD-00362,Mr. Joseph Holmes,perezelizabeth@white.com,Nichols-Young,SaaS,referral,25.7,30.8,41,15,1.4,False,0.321,10,2026-02-28
LEAD-00363,Kimberly Walsh,samanthacox@mckenzie-lara.net,"Wilson, Salas and Alvarado",Education,demo_request,34.0,12.4,18,13,16.5,False,0.126,67,2026-03-02
LEAD-00364,Ellen Freeman,larry14@garcia.com,Valdez LLC,Education,organic_search,40.2,46.7,4,0,2.3,False,0.324,38,2026-03-11
LEAD-00365,Laura Guerrero,sotomaria@weiss.net,Campbell-Lucero,SaaS,organic_search,32.1,52.3,19,13,11.8,False,0.323,46,2026-01-26
LEAD-00366,Brandy Wells,oliviapetty@garcia.com,Carey PLC,Education,webinar,37.9,16.9,30,12,24.0,False,0.179,28,2026-01-26
LEAD-00367,Anne Hayes,tony40@smith.net,"Gross, Jackson and Reid",Education,content_download,45.8,21.0,35,14,16.1,False,0.422,47,2026-03-06
LEAD-00368,Brent Williamson,vnguyen@johnson-neal.com,Fisher-Morris,Retail,organic_search,17.6,7.2,19,17,26.4,False,0.056,19,2026-03-07
LEAD-00369,Kristen Burch,mcfarlandjohn@flores-white.biz,Huerta PLC,Education,referral,6.6,0.0,28,4,14.6,False,0.011,55,2026-01-26
LEAD-00370,Joshua Caldwell,roykayla@smith.com,Bryant and Sons,SaaS,organic_search,44.2,43.3,13,16,2.3,False,0.492,61,2026-03-20
LEAD-00371,Sharon Fitzgerald,kristirios@moore.com,Jones-Mercer,Manufacturing,content_download,20.0,53.8,6,2,44.5,False,0.323,15,2026-03-19
LEAD-00372,Phillip Duncan,sheilaharris@garza.com,Diaz Inc,Fintech,content_download,45.9,65.6,7,12,16.2,False,0.499,88,2026-02-28
LEAD-00373,Melissa Cantrell,griffinmary@jacobson.com,"Wheeler, Sweeney and Randolph",Manufacturing,organic_search,36.1,36.8,36,3,16.9,False,0.287,43,2026-03-21
LEAD-00374,Gary Mack,kirkjackson@gonzalez-aguilar.net,Newman-Adams,SaaS,social,36.1,0.0,16,3,15.5,False,0.338,3,2026-02-26
LEAD-00375,Brandon Lynch,shelbyward@gordon.net,"Walker, Ross and Lewis",Media,demo_request,8.8,17.0,5,15,11.9,False,0.147,81,2026-03-17
LEAD-00376,Anne Hamilton,bellsusan@freeman.com,"Ortiz, Nelson and Richards",Retail,content_download,13.6,10.2,18,15,42.7,False,0.052,62,2026-01-31
LEAD-00377,Dr. Shannon Donovan,caleb79@burton-moore.com,Marshall PLC,Retail,paid_search,31.9,52.7,50,3,28.4,False,0.225,89,2026-03-26
LEAD-00378,Melissa Hill,sandra11@farley.com,"Ramirez, Logan and Turner",Healthcare,demo_request,38.8,44.1,11,7,5.9,False,0.401,59,2026-03-13
LEAD-00379,David Skinner,roberttran@cordova.com,Douglas-Archer,Retail,referral,12.3,31.1,4,5,16.6,False,0.124,49,2026-01-31
LEAD-00380,Mary Kelly,millerrebecca@shields-brandt.com,Morris-Thomas,E-commerce,referral,18.7,2.6,33,8,41.5,False,0.106,36,2026-03-26
LEAD-00381,Gregg Fuentes,morgan68@park.com,Meyers-Daniel,Retail,webinar,36.1,35.4,27,9,16.8,False,0.34,83,2026-01-26
LEAD-00382,Michael Hart,kimberlyjames@nelson.com,"Brewer, Sutton and Glover",Fintech,social,29.9,7.3,44,9,4.2,False,0.363,86,2026-01-29
LEAD-00383,William Cooper,longdebra@parker.biz,Howell LLC,Healthcare,paid_search,45.3,43.5,33,2,39.1,False,0.242,31,2026-03-12
LEAD-00384,Stephanie Monroe,dwashington@sanchez-hurst.com,"Schmidt, Cook and Anderson",Media,content_download,33.9,15.5,9,8,42.4,False,0.428,88,2026-03-19
LEAD-00385,Theresa Davis,johnsonhannah@wright-davidson.com,"Townsend, Miller and Smith",Media,content_download,67.4,80.2,39,5,35.3,False,0.435,59,2026-02-20
LEAD-00386,Brandy Gregory,jamesstewart@woods.biz,"Hampton, Potter and Galvan",Manufacturing,webinar,54.4,61.8,6,8,41.2,False,0.312,39,2026-03-13
LEAD-00387,Tyler Ward,michael58@grant-shepard.net,Johnson-Huber,Education,organic_search,15.3,16.2,1,18,29.9,False,0.071,50,2026-03-04
LEAD-00388,Walter Woods,dianecollins@kennedy.com,Gomez-Sullivan,Manufacturing,demo_request,26.4,58.2,49,17,11.9,False,0.117,52,2026-02-20
LEAD-00389,David Mitchell,derek48@roberts-smith.com,"Lyons, Watson and Murphy",Healthcare,demo_request,29.9,13.6,38,4,29.2,False,0.246,38,2026-03-04
LEAD-00390,Craig Williams,deborah18@garza.com,Nichols Group,Media,webinar,19.0,7.2,2,20,43.1,False,0.32,32,2026-03-02
LEAD-00391,Hannah Elliott,gregorywarren@ortega.com,Jones-Contreras,Media,referral,16.4,0.0,43,20,30.5,False,0.0,62,2026-03-11
LEAD-00392,Stephanie Higgins,meyermichelle@steele.com,Gray LLC,Retail,demo_request,25.2,38.8,17,18,21.4,False,0.281,27,2026-03-19
LEAD-00393,April Watkins,cassandra71@walker-perry.com,King-Munoz,Media,webinar,25.0,23.6,3,10,11.5,False,0.206,19,2026-02-24
LEAD-00394,Jeanette Fry,jenniferbutler@welch-davis.net,"Castillo, Stevens and Parker",Manufacturing,organic_search,18.6,27.9,37,3,38.5,False,0.274,59,2026-02-25
LEAD-00395,Amy Carter,clarkerobert@martin-jones.info,"Fitzgerald, Bowman and Johnson",E-commerce,referral,25.2,25.7,9,17,25.9,False,0.289,40,2026-02-26
LEAD-00396,Austin Haney,woodheidi@evans-taylor.net,House-Howell,Media,referral,35.0,51.9,30,13,19.4,False,0.277,52,2026-03-19
LEAD-00397,Terri Henderson,nicholas12@black-perez.info,"Allen, Camacho and Rodriguez",SaaS,content_download,31.3,13.1,40,2,26.7,False,0.236,77,2026-03-17
LEAD-00398,Dana Perkins,daniel34@aguilar-thompson.com,Steele-Brown,Healthcare,social,44.2,41.9,11,12,37.8,False,0.577,17,2026-02-12
LEAD-00399,Francisco Porter,cannonvictoria@marshall.com,"Martinez, Underwood and Harris",Manufacturing,webinar,41.8,14.3,43,20,27.7,False,0.522,15,2026-03-15
LEAD-00400,Brittany Garcia,cynthia02@manning.info,Hall-Phillips,Media,referral,7.2,13.8,38,15,38.1,False,0.217,2,2026-02-15
LEAD-00401,Michael Smith,nwaller@hardy.com,Page Ltd,Manufacturing,referral,62.4,73.9,49,14,14.7,False,0.432,15,2026-02-12
LEAD-00402,Kimberly Bender,cainmark@ward.com,Gregory-Frye,SaaS,content_download,19.4,34.2,24,20,19.9,False,0.295,28,2026-02-17
LEAD-00403,Sarah Davis,debrabarnett@diaz.com,"Cox, Price and Schultz",Retail,referral,43.7,41.0,3,9,38.6,False,0.525,58,2026-02-08
LEAD-00404,Wendy Cook,khernandez@johnson-flores.com,Williams Group,Media,referral,16.3,21.6,8,8,2.0,False,0.223,58,2026-02-02
LEAD-00405,Wendy Salazar,adamsdiana@taylor.com,Williams-Vasquez,Media,organic_search,30.7,27.9,9,11,44.8,False,0.395,3,2026-03-03
LEAD-00406,Robert Baird,jefferydiaz@morales-hicks.org,"Brown, Carrillo and Hawkins",Manufacturing,social,86.7,82.6,19,8,28.0,True,0.974,5,2026-02-15
LEAD-00407,Paula Phillips,criley@sawyer.com,Dawson-Clark,Manufacturing,referral,43.8,58.4,21,4,17.0,False,0.537,81,2026-02-14
LEAD-00408,April Hanson,richardprice@nunez.com,Garcia LLC,Healthcare,referral,30.7,16.7,17,8,42.1,False,0.177,71,2026-01-27
LEAD-00409,Michael Myers,zachary90@sanders.org,Grimes-Goodman,Education,social,24.3,26.4,22,10,32.1,False,0.186,84,2026-02-07
LEAD-00410,Christopher White,john06@vaughn.com,Serrano PLC,Media,referral,28.6,23.3,49,13,9.9,False,0.195,44,2026-03-12
LEAD-00411,Ashlee Abbott,vblake@miller.com,"Thomas, Williams and Huff",Education,paid_search,20.3,1.8,1,10,1.7,False,0.33,73,2026-03-20
LEAD-00412,Casey Thomas,angelashelton@adams.com,"Roberts, Rivera and Taylor",Manufacturing,paid_search,34.2,42.2,50,0,31.0,False,0.371,21,2026-02-20
LEAD-00413,Brooke Mitchell,hernandezheather@brown.info,"Hurley, Jackson and Hopkins",Media,content_download,24.9,21.6,31,4,24.0,False,0.249,90,2026-02-10
LEAD-00414,David Brown,tbradley@rogers.org,Mcpherson-Wilson,Fintech,referral,27.1,9.8,25,18,15.1,False,0.296,65,2026-03-14
LEAD-00415,Catherine Ramirez PhD,ricky76@brown-saunders.org,Ellis-Peck,Media,organic_search,22.8,12.6,46,17,26.4,False,0.301,35,2026-02-15
LEAD-00416,Taylor Smith,aaronmarshall@brown.biz,Anderson and Sons,Fintech,content_download,12.1,20.3,42,13,36.9,False,0.026,3,2026-02-06
LEAD-00417,Felicia Harrison,robertburns@patterson.com,Morris-George,Healthcare,referral,3.9,6.4,28,19,24.5,False,0.05,82,2026-03-19
LEAD-00418,Michelle Hancock,amyfigueroa@turner.com,Martin-Moore,Fintech,demo_request,0.8,0.0,30,13,30.8,False,0.011,40,2026-02-13
LEAD-00419,Theresa Dickerson MD,gonzalezsheila@thompson-martin.com,"Gamble, Cruz and Washington",Education,webinar,30.0,30.4,12,20,40.7,False,0.164,77,2026-01-28
LEAD-00420,Shannon Carter,richgrace@evans-jackson.com,Lopez and Sons,Education,paid_search,54.3,55.4,45,11,2.6,False,0.575,62,2026-02-19
LEAD-00421,Jasmine Leonard,barbaraperez@schneider.com,"Sanford, Holt and Gonzalez",Retail,demo_request,35.6,26.2,7,13,16.3,False,0.309,62,2026-03-11
LEAD-00422,Harold Gonzalez,angela33@boyd.com,"Miller, Bullock and Howe",Media,demo_request,54.3,56.7,50,14,30.8,False,0.511,33,2026-01-28
LEAD-00423,Phillip Riley,matthew75@reed.com,Anderson-White,Fintech,social,5.3,5.3,32,3,19.2,False,0.16,37,2026-02-13
LEAD-00424,John Hansen,grantcarrie@shaw-evans.info,Owens-Mccoy,E-commerce,webinar,25.9,56.6,8,12,9.1,False,0.312,88,2026-02-28
LEAD-00425,Manuel Adams,jodyfinley@booth-williams.biz,"Taylor, Roberson and Ellis",Retail,webinar,47.5,59.6,22,0,38.5,False,0.511,88,2026-01-26
LEAD-00426,Faith Anderson,leah41@reese.com,Rodgers-Thompson,Media,demo_request,26.8,30.9,12,10,27.5,False,0.316,45,2026-02-24
LEAD-00427,Brenda Keller,pfisher@johnson.com,Stevenson PLC,SaaS,organic_search,30.5,15.5,25,19,3.8,False,0.188,55,2026-03-06
LEAD-00428,Andrew Gonzalez,george45@good.com,Flores-Jefferson,Media,webinar,53.4,38.3,4,15,28.3,False,0.529,19,2026-02-16
LEAD-00429,Jason Jones,kennethbrown@bullock.com,Jones-Hernandez,Healthcare,organic_search,31.1,11.2,31,1,1.4,False,0.324,9,2026-02-20
LEAD-00430,Bryan Franklin,emma68@santos.org,"Diaz, Barber and Vaughan",Healthcare,paid_search,56.5,74.9,49,9,37.2,False,0.79,75,2026-02-13
LEAD-00431,Jack Rojas,chill@kim-ford.biz,Santos-Contreras,SaaS,paid_search,31.3,31.6,14,15,13.8,False,0.333,23,2026-02-23
LEAD-00432,Jonathan Burton,benjaminmcgrath@johnson.com,"Johnson, Taylor and Key",Retail,webinar,14.2,22.5,46,5,34.2,False,0.004,36,2026-02-23
LEAD-00433,Alexandra Myers,sherri11@hicks.com,Ramirez PLC,Education,organic_search,19.0,0.0,36,0,4.5,False,0.108,49,2026-02-01
LEAD-00434,Mary Maxwell,gonzalesholly@jones.org,Kidd LLC,Manufacturing,webinar,63.1,58.9,40,3,5.8,False,0.683,89,2026-03-22
LEAD-00435,Alexis Rosario,brian41@jones.com,"Boone, Cohen and Clark",Fintech,webinar,24.5,12.2,20,13,40.6,False,0.131,6,2026-01-28
LEAD-00436,Jacqueline Smith,diazalexa@dunn-williams.biz,Townsend Group,Healthcare,organic_search,17.5,18.8,7,17,7.4,False,0.223,60,2026-03-01
LEAD-00437,Debra Baker,michaeljones@smith-bell.com,"Anderson, Ellis and Williams",E-commerce,social,41.2,52.6,28,11,26.8,False,0.305,13,2026-02-10
LEAD-00438,Richard Fernandez,garciamatthew@miller.biz,Hancock Group,E-commerce,content_download,3.4,3.8,10,0,36.5,False,0.122,30,2026-02-04
LEAD-00439,Paul Jensen,daniel61@vincent.com,"Marks, Lopez and Stewart",SaaS,social,21.8,19.5,39,12,44.3,False,0.212,88,2026-02-15
LEAD-00440,Michael Crawford,lmosley@smith.com,"Johnson, Wong and Torres",Retail,content_download,54.2,41.6,38,8,7.4,False,0.68,74,2026-02-12
LEAD-00441,Alejandro Holmes,singhroy@anderson.com,Williams-Powers,Education,demo_request,52.7,64.6,13,17,30.6,False,0.535,62,2026-03-23
LEAD-00442,Lisa Young,whitakerbrittany@raymond.com,Johnson PLC,Manufacturing,demo_request,34.4,43.1,44,9,40.0,False,0.347,68,2026-03-26
LEAD-00443,Ashley Davenport,hdavid@taylor.com,"Meyer, Mathews and Torres",Education,referral,13.1,0.0,16,15,32.5,False,0.15,31,2026-02-02
LEAD-00444,Kevin Mckee,laurenbaker@evans.com,Sullivan LLC,Education,content_download,38.6,27.0,36,20,35.1,False,0.269,7,2026-02-11
LEAD-00445,Joseph Mckinney,rlarsen@brown.com,"Davidson, Taylor and Humphrey",Healthcare,organic_search,6.3,0.0,47,5,39.4,False,0.036,61,2026-02-09
LEAD-00446,Chelsea Fitzgerald,nruiz@hall.com,Snyder PLC,Fintech,content_download,32.8,27.2,6,14,26.1,False,0.142,10,2026-02-08
LEAD-00447,Anthony Lynch,cynthiamiller@callahan.com,Gibson-White,Retail,paid_search,57.1,56.9,23,1,42.7,False,0.581,43,2026-03-21
LEAD-00448,David Reynolds,poolepaul@smith.com,"Cain, Nguyen and Wilson",Manufacturing,paid_search,11.3,19.1,11,13,20.2,False,0.045,78,2026-02-08
LEAD-00449,Ryan Morales,btapia@madden.net,Smith-Allen,Fintech,social,40.5,42.8,42,20,14.1,False,0.377,90,2026-01-28
LEAD-00450,Catherine Rios,emyers@todd.net,Perez-Brock,Healthcare,content_download,29.0,15.8,30,4,18.1,False,0.245,72,2026-02-16
LEAD-00451,Linda Cordova,myersjacqueline@osborn.com,Smith-Brewer,Media,demo_request,38.1,23.8,46,15,26.7,False,0.435,31,2026-01-29
LEAD-00452,Thomas Shelton,kelleybradley@howell.org,"Gallegos, Bell and Cherry",Education,demo_request,40.3,23.9,39,2,36.2,False,0.353,68,2026-03-02
LEAD-00453,Tanya Collins,richardskaitlyn@richard.com,Jones-Williams,Retail,referral,45.1,63.0,11,16,22.2,False,0.42,33,2026-01-27
LEAD-00454,Linda Walton,alexanderchristopher@farmer.com,"Villanueva, Collins and Wiley",Media,demo_request,11.0,2.5,35,12,41.4,False,0.165,11,2026-02-15
LEAD-00455,Joseph Bishop,dennisdougherty@ramos-elliott.com,Wang Group,SaaS,social,58.0,59.3,2,14,17.4,False,0.426,22,2026-03-09
LEAD-00456,Alexander Steele,ramirezmargaret@may-gonzalez.com,Cardenas-Gomez,Retail,demo_request,22.2,32.7,40,12,14.5,False,0.349,37,2026-02-07
LEAD-00457,Lisa Williams,madelinelong@arroyo.com,Simpson-Peters,Manufacturing,referral,65.4,63.9,15,2,30.1,True,0.664,7,2026-03-09
LEAD-00458,Sonya Kennedy,melissa51@wright-stanley.info,Harris-Villa,Fintech,organic_search,19.6,0.0,19,0,12.2,False,0.281,2,2026-03-15
LEAD-00459,Brian Brown,farmerjennifer@vasquez.com,Smith Ltd,Media,demo_request,33.4,58.7,7,18,3.6,False,0.428,77,2026-02-08
LEAD-00460,Abigail Hernandez,jonathandavis@smith-jennings.com,"Marshall, Burns and Meyer",Education,paid_search,30.0,36.6,45,7,20.8,False,0.478,24,2026-03-01
LEAD-00461,James Miller,jimenezrandy@adams-greene.com,Bowers LLC,Retail,social,4.0,0.3,29,16,41.6,False,0.0,38,2026-03-05
LEAD-00462,Jessica Lucas,hannahgalloway@larsen.com,Adams-Wong,Retail,paid_search,8.2,9.4,23,10,1.8,False,0.043,75,2026-01-29
LEAD-00463,James Reese,alexandraturner@kelly-rivera.com,Zimmerman PLC,Healthcare,social,45.9,45.9,14,2,29.9,False,0.358,4,2026-02-25
LEAD-00464,Jonathon Morales,morgan99@horn.org,Krause-Bell,E-commerce,content_download,18.7,18.0,21,16,13.9,False,0.189,51,2026-03-25
LEAD-00465,Kim Thompson,angela61@torres.com,"Lowe, Alexander and Hall",Media,demo_request,10.0,11.5,15,2,36.7,False,0.135,62,2026-01-29
LEAD-00466,Sarah Hunt,xmorgan@mcdonald.com,Rice and Sons,SaaS,content_download,39.1,40.8,3,2,44.4,False,0.401,89,2026-02-19
LEAD-00467,Kenneth Smith,sarah27@zuniga.com,Ramsey-Barrett,Media,social,19.4,14.6,37,6,4.6,False,0.072,58,2026-02-25
LEAD-00468,William Moyer,camposronald@moss-hoover.org,Williams-Smith,Manufacturing,referral,8.5,23.3,2,15,45.0,False,0.149,1,2026-03-08
LEAD-00469,Kathy Howell,janiceanderson@abbott-ward.com,"Robinson, Meyers and King",E-commerce,content_download,73.2,58.2,45,14,10.0,True,0.762,28,2026-01-30
LEAD-00470,Elizabeth Phillips,andrew39@ross.com,Whitney-Branch,Healthcare,demo_request,37.2,23.3,39,15,36.6,False,0.281,85,2026-03-25
LEAD-00471,Kelly Duarte,catherine60@jacobs.com,White PLC,SaaS,organic_search,28.8,24.1,1,3,29.9,False,0.23,38,2026-02-16
LEAD-00472,Haley Walls,mendozasteven@yates.com,"Rose, Crawford and Coleman",Fintech,referral,9.1,36.3,11,2,37.3,False,0.049,71,2026-01-28
LEAD-00473,Antonio Page,rhondaallen@pacheco-jones.org,"Hernandez, Braun and Manning",Fintech,demo_request,33.9,35.4,11,8,1.2,False,0.315,1,2026-02-28
LEAD-00474,Brandon Clark,gcastro@curtis-mullins.com,Stephenson Inc,Retail,organic_search,51.4,34.9,14,16,17.5,False,0.528,35,2026-03-11
LEAD-00475,Elizabeth Fox,brandongonzalez@mckenzie-brown.com,Romero-West,Retail,referral,29.5,32.2,4,5,41.2,False,0.249,41,2026-02-27
LEAD-00476,Andrew Flores,timothy60@robinson.biz,Adams LLC,E-commerce,social,26.9,26.4,16,10,24.6,False,0.367,6,2026-03-12
LEAD-00477,Zachary Duran,guerrajessica@gilbert.biz,"Brown, Hill and Ibarra",Education,demo_request,51.2,50.4,31,2,3.4,False,0.487,72,2026-02-10
LEAD-00478,Deborah Allen,amy17@martin.info,Harris-Farmer,SaaS,demo_request,15.7,11.4,3,9,15.6,False,0.239,11,2026-02-01
LEAD-00479,Thomas Johnson,xsantiago@larson.com,"Brown, Bryan and Chapman",Manufacturing,content_download,48.9,36.1,16,2,32.0,False,0.435,74,2026-02-26
LEAD-00480,Jorge Harris,sara62@meyer-garrett.net,Woods-Reyes,Manufacturing,webinar,19.2,16.3,41,13,3.1,False,0.104,20,2026-02-20
LEAD-00481,Danny Mcmillan,sgill@wilson-lee.com,"Humphrey, Chan and Schmidt",Media,referral,55.0,49.2,39,6,36.0,False,0.551,90,2026-02-10
LEAD-00482,Henry Li,lmaynard@walker.biz,Gibson LLC,Education,demo_request,15.1,0.0,49,15,44.9,False,0.119,78,2026-02-28
LEAD-00483,Deanna Young,breanna89@jacobs.org,Murphy-Ross,Retail,referral,27.9,22.4,4,10,11.9,False,0.19,65,2026-02-23
LEAD-00484,Caroline Jennings,samuel54@simpson-sanders.net,"Hale, Bishop and Good",Manufacturing,referral,25.0,11.9,10,10,21.5,False,0.338,2,2026-01-27
LEAD-00485,Justin Pena,mbarton@davenport.com,Dixon LLC,Education,paid_search,26.5,23.0,12,9,18.3,False,0.309,34,2026-02-09
LEAD-00486,Kelly Brown,kayla83@curtis-wong.com,Johnson PLC,SaaS,referral,20.7,33.7,38,8,30.0,False,0.189,89,2026-03-12
LEAD-00487,Cynthia Stewart,monique24@moore.net,Turner Group,Retail,demo_request,41.0,33.7,8,15,15.5,False,0.442,34,2026-03-17
LEAD-00488,Michele Wu,ryanshannon@beasley.com,Martin-Gonzales,Fintech,referral,63.0,81.6,50,15,5.4,False,0.52,15,2026-03-12
LEAD-00489,Gregory Pierce,timothyhahn@peterson.com,Moore-Yang,Education,webinar,36.5,38.8,36,3,17.5,False,0.393,48,2026-02-15
LEAD-00490,John Miller,sgonzalez@hale.com,"Vazquez, Wilson and Coleman",SaaS,organic_search,19.2,19.7,37,15,30.4,False,0.361,43,2026-02-06
LEAD-00491,Eric Craig,iwilliamson@sharp.biz,Walls Inc,Manufacturing,referral,44.7,43.8,3,17,8.1,False,0.404,63,2026-03-15
LEAD-00492,Eric Hudson,davidsnyder@hester.com,"Bryant, Long and Ramos",Retail,demo_request,59.3,41.7,21,1,12.2,False,0.583,38,2026-02-20
LEAD-00493,Laura Stevens,matthewherrera@thompson.org,"Brown, Bright and Glover",E-commerce,social,53.5,29.5,18,4,28.3,False,0.447,34,2026-02-13
LEAD-00494,Benjamin Waters,johnadams@mendoza-wiggins.com,Reed LLC,Fintech,content_download,21.5,14.6,26,15,35.7,False,0.092,3,2026-03-17
LEAD-00495,Shannon Fry DDS,christopher19@hayes.biz,Kennedy-Simmons,SaaS,content_download,38.8,44.2,23,1,3.4,False,0.278,16,2026-03-25
LEAD-00496,Seth Clark,twinters@sanchez-gonzalez.biz,Martin-Morris,Healthcare,referral,36.7,41.9,43,16,29.8,False,0.363,23,2026-01-26
LEAD-00497,Tonya Sanchez,lisadavis@martin.biz,Murphy-Foley,Retail,webinar,19.2,28.4,17,19,42.7,False,0.023,57,2026-02-01
LEAD-00498,Kevin Jacobs,oruiz@warner.com,Patterson-Barrett,SaaS,social,16.7,25.8,10,8,3.3,False,0.268,73,2026-02-07
LEAD-00499,Craig Williams,laurie35@wood-ballard.com,Golden-Jensen,E-commerce,social,37.4,15.3,10,0,20.3,False,0.111,49,2026-03-17
LEAD-00500,Victoria Hall,oyoung@bird-collins.com,"Romero, Wilson and Stanley",E-commerce,referral,9.5,0.0,42,0,2.5,False,0.163,69,2026-02-13
LEAD-00501,Rachel Villarreal,anneschultz@hoover-mueller.com,Dillon PLC,E-commerce,social,24.2,8.1,15,13,16.5,False,0.095,61,2026-02-23
LEAD-00502,Leonard Taylor,davismaria@griffin-krueger.com,Jordan Ltd,Fintech,content_download,30.1,3.5,15,19,33.8,False,0.343,60,2026-03-13
LEAD-00503,Caroline Johnston,waynetaylor@davis.com,"Hernandez, Vargas and Wagner",Retail,referral,49.4,80.8,48,3,30.9,False,0.511,41,2026-03-24
LEAD-00504,Valerie Beard,garciapamela@sampson.com,Henry-Simmons,Education,organic_search,26.3,25.3,30,2,14.8,False,0.331,4,2026-03-09
LEAD-00505,Nicole Sharp,phunt@collins.com,Fleming-Terry,Media,referral,49.7,54.7,1,2,31.1,False,0.62,59,2026-03-07
LEAD-00506,Angela Haynes,davidbooth@clark-allen.com,Snyder-Gonzalez,Manufacturing,demo_request,15.7,5.4,8,17,39.7,False,0.104,1,2026-02-04
LEAD-00507,Ashley Kent,joseph59@stevenson.com,"Wells, Moss and Rodriguez",Media,referral,59.8,51.2,36,8,8.5,False,0.476,37,2026-03-03
LEAD-00508,Wendy Howell,guzmancarl@carter-henry.biz,Best-Carroll,Manufacturing,social,16.9,26.0,30,13,5.1,False,0.018,81,2026-01-27
LEAD-00509,Samantha Good,amber36@santana.com,Summers-Smith,Retail,referral,21.4,39.8,31,1,19.8,False,0.225,63,2026-02-02
LEAD-00510,William Stanley,ysmith@clark-evans.com,"Adams, Franklin and Clark",Fintech,content_download,48.9,55.8,6,19,32.8,False,0.431,23,2026-01-31
LEAD-00511,Kevin Johnson,watsonmatthew@rollins.com,Sanford-Mcgee,Healthcare,social,15.6,22.0,38,3,12.0,False,0.216,2,2026-02-24
LEAD-00512,Yolanda Payne,linkevin@simpson.com,Kelly-Ewing,Fintech,organic_search,48.5,19.1,24,5,20.6,False,0.514,23,2026-03-06
LEAD-00513,Christine Robbins,bridgespatricia@stafford.com,Miller Ltd,Manufacturing,webinar,18.4,7.8,32,17,10.4,False,0.132,55,2026-03-21
LEAD-00514,Cristian Garcia,youngdawn@jones.info,Mcdaniel-Weber,Media,social,66.9,69.8,45,1,40.3,False,0.703,87,2026-03-01
LEAD-00515,William Sloan,erica68@williams.com,Lawrence Inc,E-commerce,paid_search,6.9,5.1,44,1,15.9,False,0.0,75,2026-03-16
LEAD-00516,Kiara Benitez,kim85@palmer-gonzalez.net,Lee Inc,Education,demo_request,21.7,20.9,19,14,28.4,False,0.046,51,2026-02-15
LEAD-00517,Daniel Miller,richardsonandrea@ortiz.com,Holt Group,SaaS,organic_search,20.8,0.0,12,5,15.7,False,0.154,52,2026-02-19
LEAD-00518,Theresa Jones,jonathanjohnson@bailey.com,Brown-Jones,Fintech,organic_search,28.4,34.1,35,6,19.0,False,0.323,2,2026-02-04
LEAD-00519,Ryan Hughes,ajohns@donaldson.com,Chandler-Rodriguez,SaaS,paid_search,32.5,16.0,23,15,37.2,False,0.441,5,2026-02-08
LEAD-00520,Mary Hunter,smithjessica@gregory-martin.com,Lyons Group,E-commerce,demo_request,29.6,31.6,26,20,8.0,False,0.323,7,2026-02-09
LEAD-00521,Isaac Miller,craig29@griffin.org,Stanley Inc,Retail,content_download,15.3,45.7,16,14,3.3,False,0.186,48,2026-02-27
LEAD-00522,David Crawford,grodriguez@robertson-young.com,"Johnson, Sullivan and Cooper",Manufacturing,webinar,31.8,26.7,23,19,5.2,False,0.293,16,2026-02-08
