customer_id,name,email,signup_date,country,segment_id,segment_name,rfm_recency,rfm_frequency,rfm_monetary,total_touchpoints,avg_sentiment,churn_probability,lifetime_value
CUST-02588,Kelly Miller,batesangela@example.com,2024-05-02,US,1,Loyal Customers,40,10,1133.63,31,0.637,0.264,10473.14
CUST-02589,Charles Berry,edward03@example.net,2024-05-03,US,1,Loyal Customers,32,11,1035.67,25,0.175,0.0,13595.98
CUST-02590,Mary Jones,marioallen@example.com,2024-12-24,SG,1,Loyal Customers,18,10,478.56,4,0.469,0.121,4918.66
CUST-02591,Frank Harding,justin46@example.com,2025-02-10,UK,3,Hibernating,250,3,227.73,44,-0.245,0.684,811.4
CUST-02592,Anthony Brown,josephschneider@example.org,2023-10-29,US,3,Hibernating,220,1,173.82,30,-0.35,0.749,255.91
CUST-02593,Kimberly Davis,samanthadelgado@example.net,2025-02-17,US,3,Hibernating,164,1,148.01,30,-0.04,0.564,199.97
CUST-02594,Pamela Donaldson,susanmyers@example.org,2025-06-28,BR,3,Hibernating,357,3,203.51,3,-0.392,0.737,627.67
CUST-02595,Stephen Crawford,rebecca73@example.com,2025-12-10,JP,1,Loyal Customers,46,7,1533.79,8,0.271,0.258,14096.67
CUST-02596,Jennifer Moore,maxwellgibson@example.org,2024-06-26,UK,3,Hibernating,288,3,41.1,37,-0.459,0.717,146.17
CUST-02597,Manuel Riddle,andrearivera@example.net,2023-09-23,AU,1,Loyal Customers,20,9,1375.98,17,0.639,0.073,16749.69
CUST-02598,Teresa Fuller,michael04@example.net,2024-12-03,BR,4,New Customers,18,1,180.5,19,-0.162,0.166,197.2
CUST-02599,Andres Marshall,jefferybaker@example.com,2023-05-02,JP,2,At Risk,142,6,1145.11,16,0.157,0.423,6273.55
CUST-02600,Carl Allen,stephenjohnson@example.net,2023-12-25,US,2,At Risk,91,3,920.91,18,-0.312,0.524,3327.23
CUST-02601,Stuart Bradley,fjones@example.org,2023-05-11,UK,4,New Customers,16,1,114.82,39,0.217,0.159,127.12
CUST-02602,Deborah Patel,alexander66@example.com,2024-03-09,US,1,Loyal Customers,21,11,325.79,17,0.537,0.182,4539.48
CUST-02603,Patricia Cross,larry04@example.net,2023-12-28,DE,3,Hibernating,314,3,274.99,15,0.295,0.786,943.13
CUST-02604,Veronica Barnes,melissaevans@example.org,2023-09-09,SG,4,New Customers,11,1,302.4,35,0.59,0.16,293.36
CUST-02605,Faith Smith,zball@example.net,2024-02-08,UK,1,Loyal Customers,53,5,442.49,48,0.244,0.125,2994.35
CUST-02606,Ellen Bruce,jimmy86@example.org,2025-04-28,JP,4,New Customers,18,1,111.44,18,0.327,0.114,148.52
CUST-02607,Ms. Carla Stewart MD,margaretbarnett@example.org,2024-11-28,ID,2,At Risk,147,6,850.14,38,-0.144,0.482,5645.91
CUST-02608,Aaron Myers,ypadilla@example.com,2024-12-07,JP,3,Hibernating,297,3,222.17,44,-0.21,0.76,773.17
CUST-02609,Savannah Hill,huberchristine@example.com,2024-12-21,US,1,Loyal Customers,50,12,909.82,50,0.573,0.079,14774.41
CUST-02610,Jessica Chase,kristy47@example.com,2023-07-30,BR,3,Hibernating,130,1,24.85,17,-0.428,0.624,35.93
CUST-02611,Laura Fowler,alexis61@example.net,2024-07-10,SG,3,Hibernating,328,3,259.45,9,0.146,0.721,873.43
CUST-02612,Karen Turner,davidedwards@example.com,2024-02-15,SG,1,Loyal Customers,20,7,1769.61,7,0.444,0.046,10107.87
CUST-02613,Eric Barnes,hkelley@example.org,2023-08-08,DE,1,Loyal Customers,46,6,1602.6,39,1.0,0.034,12735.81
CUST-02614,Mark Bridges,frank49@example.org,2023-04-22,US,3,Hibernating,143,2,75.68,49,-0.407,0.753,175.27
CUST-02615,Mary Hill,dawn11@example.org,2026-01-31,SG,0,Champions,27,11,4602.44,32,0.85,0.127,43430.41
CUST-02616,Katherine Gonzalez,schmidtsteven@example.org,2026-01-28,US,3,Hibernating,247,1,190.44,27,0.152,0.76,158.81
CUST-02617,Eric Rogers,vincent82@example.net,2023-07-05,US,1,Loyal Customers,19,5,573.04,45,0.236,0.099,4145.35
CUST-02618,Destiny Solis,kaiserrichard@example.org,2024-09-16,US,4,New Customers,14,2,383.75,9,0.377,0.365,939.49
CUST-02619,Rose Kaiser,christopherochoa@example.com,2024-07-22,UK,3,Hibernating,142,1,51.56,10,-0.649,0.816,74.21
CUST-02620,Paul Miller,johnjohnson@example.net,2024-12-09,US,0,Champions,20,19,643.63,23,0.745,0.117,15447.66
CUST-02621,Logan Tapia,psmith@example.com,2023-11-03,SG,4,New Customers,15,1,123.04,48,0.275,0.133,116.87
CUST-02622,Nicholas Brennan,dbrown@example.org,2023-12-05,US,1,Loyal Customers,22,10,884.51,2,0.688,0.172,11164.6
CUST-02623,Michael Garcia,lpierce@example.net,2025-10-20,US,2,At Risk,145,5,1198.48,50,0.143,0.449,8086.75
CUST-02624,Amber Davis,antonio03@example.com,2025-04-02,SG,1,Loyal Customers,15,8,240.88,27,0.35,0.0,2385.18
CUST-02625,Cynthia Christensen,ladkins@example.com,2026-01-03,UK,1,Loyal Customers,31,4,1237.57,10,0.705,0.154,4480.45
CUST-02626,Amber Curry,jhenson@example.com,2026-02-21,SG,1,Loyal Customers,18,4,1711.98,46,0.259,0.077,9537.86
CUST-02627,Vanessa Ewing,corey47@example.net,2024-08-18,US,4,New Customers,12,2,424.63,49,0.183,0.081,1116.94
CUST-02628,Tammy Fuller,harrissamuel@example.org,2024-09-01,SG,0,Champions,30,11,3720.53,24,0.496,0.0,36413.44
CUST-02629,Michelle Johnson,angelalowe@example.com,2025-06-15,US,3,Hibernating,247,1,237.38,31,-0.403,0.661,209.62
CUST-02630,Kaitlyn Chan,espinozataylor@example.com,2023-09-07,ID,1,Loyal Customers,37,9,1189.45,26,0.093,0.282,10864.14
CUST-02631,Juan Hunt,jdaugherty@example.org,2024-02-05,US,4,New Customers,7,1,151.9,49,0.613,0.138,204.3
CUST-02632,Sherry Chapman,fking@example.org,2025-07-05,UK,0,Champions,16,8,2401.07,12,0.768,0.083,21811.65
CUST-02633,Gerald Perez,jjohns@example.org,2023-04-06,SG,3,Hibernating,191,1,66.58,30,-0.002,0.655,86.77
CUST-02634,Dustin Smith,kristen78@example.org,2023-04-18,US,4,New Customers,14,2,435.12,16,0.573,0.156,775.38
CUST-02635,David Parrish,laurentaylor@example.com,2024-01-10,US,4,New Customers,17,1,190.92,12,-0.034,0.258,263.36
CUST-02636,Roger Myers,clarkepatrick@example.net,2024-11-10,DE,3,Hibernating,284,1,82.11,20,0.023,0.927,67.55
CUST-02637,Sarah Green,zsmith@example.com,2026-02-18,JP,0,Champions,1,17,2134.34,33,0.4,0.106,43362.74
CUST-02638,Andrea Harvey,sanchezmelissa@example.com,2023-11-02,DE,3,Hibernating,235,2,138.49,41,-0.402,0.783,234.16
CUST-02639,Anthony Wilson,jkline@example.com,2023-07-17,UK,2,At Risk,146,5,652.16,13,-0.468,0.349,4767.42
CUST-02640,Timothy Robinson,brandon84@example.org,2024-06-07,US,1,Loyal Customers,16,6,1706.19,29,0.306,0.126,8209.29
CUST-02641,Michele Neal,beckyroberts@example.com,2025-05-16,DE,0,Champions,2,20,1033.29,9,0.54,0.103,17092.92
CUST-02642,Alexander Turner,rodgerscaroline@example.org,2023-04-20,SG,0,Champions,30,19,4066.38,8,0.957,0.098,86109.8
CUST-02643,Darryl Hernandez,rhonda67@example.net,2024-10-13,ID,1,Loyal Customers,15,11,491.37,36,0.905,0.153,4373.73
CUST-02644,Michelle Hays,richard33@example.net,2025-11-05,US,0,Champions,24,18,2148.1,39,0.396,0.159,31757.67
CUST-02645,Crystal Pierce,smithandre@example.org,2024-05-28,US,3,Hibernating,207,3,37.02,34,-0.451,0.793,92.15
CUST-02646,Jennifer Mack,tracywilkins@example.net,2025-01-14,US,2,At Risk,91,3,773.63,7,0.293,0.487,3430.61
CUST-02647,Barbara Kennedy,manuel12@example.net,2023-07-23,BR,3,Hibernating,193,2,291.59,33,-0.674,0.647,589.11
CUST-02648,Susan Rivera,andersonbrittany@example.net,2025-05-08,US,3,Hibernating,164,1,217.14,38,0.031,0.706,239.85
CUST-02649,Gloria Green,odickerson@example.org,2026-02-02,AU,1,Loyal Customers,43,9,1004.28,40,0.52,0.181,8836.35
CUST-02650,Julia Perez,ssmith@example.com,2025-01-30,US,0,Champions,4,16,524.6,44,0.874,0.072,11436.76
CUST-02651,Sarah Wood,roberto77@example.org,2023-05-22,DE,3,Hibernating,275,2,63.84,30,-0.352,0.695,184.55
CUST-02652,Jeremy Johnson,bruceporter@example.org,2024-10-08,US,3,Hibernating,347,2,142.31,24,-0.086,0.764,344.28
CUST-02653,Dennis Pearson,timothysharp@example.org,2023-08-25,US,2,At Risk,77,8,1302.56,5,-0.164,0.537,15483.54
CUST-02654,Mr. Darren Smith,pamelaphillips@example.org,2024-07-07,UK,2,At Risk,114,3,569.31,39,-0.132,0.382,1396.15
CUST-02655,Erika Stevens,patrickmartin@example.org,2024-08-24,ID,0,Champions,4,8,2511.19,31,0.51,0.0,17819.93
CUST-02656,Paul Jennings,czavala@example.org,2025-08-05,ID,1,Loyal Customers,11,8,1254.02,37,0.432,0.219,8502.87
CUST-02657,Elizabeth Williams,ipatterson@example.org,2025-02-15,AU,3,Hibernating,313,3,260.22,19,-0.501,0.735,938.29
CUST-02658,Jamie Clark,tdougherty@example.org,2024-09-02,US,1,Loyal Customers,52,5,770.0,18,0.336,0.099,4725.45
CUST-02659,Joshua Mccall,ibutler@example.com,2025-10-19,SG,2,At Risk,135,5,1022.89,33,-0.478,0.432,7418.42
CUST-02660,Steven Reynolds,alawson@example.net,2023-05-12,AU,2,At Risk,137,7,1486.09,43,-0.148,0.493,8796.29
CUST-02661,Kelly Mayer,ogarza@example.org,2023-06-24,UK,2,At Risk,116,8,312.38,40,-0.044,0.354,2972.81
CUST-02662,Penny Waters,adam08@example.net,2023-11-06,US,1,Loyal Customers,36,10,1919.81,33,0.771,0.137,19210.74
CUST-02663,Kenneth Harmon,caitlyn76@example.com,2023-04-09,US,0,Champions,16,17,1697.78,13,0.75,0.049,38488.88
CUST-02664,Michael Rojas,vcole@example.com,2025-05-12,ID,2,At Risk,86,8,1079.99,39,-0.229,0.467,10511.2
CUST-02665,Julie Page,jonathan61@example.net,2023-05-08,UK,3,Hibernating,353,1,298.79,2,-0.181,0.58,253.04
CUST-02666,Richard Green,thomasdalton@example.net,2023-10-15,JP,3,Hibernating,187,1,267.36,44,-0.435,0.7,240.01
CUST-02667,Daniel Brown,gregoryschneider@example.com,2023-09-03,JP,1,Loyal Customers,13,12,1029.34,12,0.564,0.215,10795.52
CUST-02668,Benjamin Marshall,denise76@example.net,2023-09-30,US,2,At Risk,80,8,1048.23,44,-0.293,0.41,10393.74
CUST-02669,Ashley Martin,eric85@example.org,2024-06-17,DE,0,Champions,30,16,4746.71,17,0.572,0.0,80395.13
CUST-02670,Juan Ray,antoniothompson@example.org,2025-01-14,ID,3,Hibernating,277,3,163.63,39,-0.387,0.782,546.85
CUST-02671,Aimee Silva,jacobroach@example.net,2024-12-27,BR,1,Loyal Customers,17,5,1956.82,48,0.237,0.154,13554.85
CUST-02672,Victoria Norton MD,jack64@example.com,2023-07-25,ID,2,At Risk,135,5,1402.53,6,-0.525,0.405,10374.2
CUST-02673,Joshua Oneill,wmarshall@example.org,2024-02-25,US,4,New Customers,9,2,281.5,9,0.218,0.334,628.25
CUST-02674,Angela Bradshaw,ceaton@example.com,2026-02-23,UK,4,New Customers,12,1,298.41,34,0.231,0.024,316.81
CUST-02675,Andrew Aguilar,jackconley@example.org,2024-04-24,US,4,New Customers,18,1,59.01,36,-0.2,0.203,49.14
CUST-02676,Jamie Walker,royscott@example.net,2024-06-01,JP,2,At Risk,120,8,276.49,14,0.053,0.48,2358.29
CUST-02677,Jessica Allen,fernandezsusan@example.org,2024-12-03,AU,0,Champions,20,14,911.77,7,0.742,0.143,18558.77
CUST-02678,Erika Brown,christina98@example.com,2023-09-11,US,2,At Risk,123,8,1253.14,12,-0.235,0.522,12229.96
CUST-02679,Colleen Jacobs,stevenmoore@example.com,2023-12-31,DE,2,At Risk,124,4,775.53,39,-0.508,0.378,4529.99
CUST-02680,Angie Jacobson,shortjeffrey@example.net,2023-06-09,US,3,Hibernating,337,2,206.08,4,-0.752,0.698,499.62
CUST-02681,Raymond Montoya,martinezrussell@example.com,2025-02-27,US,1,Loyal Customers,17,8,1828.5,39,0.488,0.129,16039.1
CUST-02682,Gary Jackson,angelatorres@example.org,2025-09-25,AU,2,At Risk,65,6,1364.44,13,-0.085,0.376,9343.04
CUST-02683,Marcus Sims MD,gsharp@example.net,2025-01-30,US,3,Hibernating,326,3,174.9,48,-0.348,0.6,558.37
CUST-02684,Aaron Goodman,karen02@example.org,2025-07-21,AU,1,Loyal Customers,39,10,527.11,40,0.841,0.096,7634.44
CUST-02685,Miguel Garcia,brookemartin@example.org,2024-10-23,ID,3,Hibernating,192,3,125.37,48,-0.422,0.847,370.61
CUST-02686,Terry Macias,christineramirez@example.net,2025-09-01,UK,3,Hibernating,126,2,146.86,6,-0.611,0.63,326.25
CUST-02687,Lauren Thompson,michaellee@example.org,2023-12-21,US,1,Loyal Customers,31,5,894.68,24,0.226,0.115,5394.91
CUST-02688,Christopher Howard,moorenicholas@example.net,2024-08-22,ID,1,Loyal Customers,50,10,695.39,2,0.608,0.179,8009.31
CUST-02689,William Wilson,veronicacampbell@example.net,2026-02-19,UK,3,Hibernating,322,1,94.46,46,0.343,0.54,108.75
CUST-02690,Courtney Sullivan,heather39@example.org,2024-04-11,US,3,Hibernating,345,2,58.49,32,-0.148,0.675,105.98
CUST-02691,Christopher Horn,lellison@example.com,2023-10-18,US,4,New Customers,17,2,312.91,3,0.153,0.15,773.68
CUST-02692,Joshua Reed,daviddecker@example.com,2024-05-19,JP,0,Champions,10,9,1465.03,39,0.473,0.185,18818.57
CUST-02693,Shawn Brown,karen65@example.net,2025-10-15,BR,4,New Customers,8,2,340.76,42,0.511,0.202,933.96
CUST-02694,Tiffany Wilson,tammymorales@example.org,2025-04-12,US,4,New Customers,7,2,80.74,48,0.638,0.079,175.26
CUST-02695,Kevin Ramirez,escobarpatrick@example.net,2024-05-16,US,0,Champions,6,11,697.06,37,0.367,0.0,8877.08
CUST-02696,Lacey Winters,christy19@example.org,2024-01-01,UK,2,At Risk,149,3,1378.51,19,-0.275,0.463,5480.96
CUST-02697,Billy Perez,uwatson@example.com,2023-10-12,UK,2,At Risk,93,3,981.98,43,-0.074,0.462,2421.85
CUST-02698,Sarah Hill,edward86@example.com,2024-11-11,SG,1,Loyal Customers,28,8,250.86,27,0.147,0.184,2792.75
CUST-02699,Taylor Haynes,zmartinez@example.org,2023-05-07,ID,2,At Risk,121,8,238.2,46,-0.04,0.509,1869.55
CUST-02700,Kevin Keller,leslie24@example.org,2024-01-17,ID,2,At Risk,129,8,206.47,48,-0.573,0.475,1324.71
CUST-02701,Brian Gomez,michellegomez@example.com,2023-08-20,US,2,At Risk,130,4,280.81,19,-0.397,0.418,1223.87
CUST-02702,Nathan Taylor,evanselizabeth@example.org,2025-06-07,SG,3,Hibernating,146,1,255.13,27,-0.166,0.727,316.01
CUST-02703,Karina Garza,josejacobs@example.org,2024-10-28,ID,4,New Customers,18,2,319.74,17,0.087,0.201,824.43
CUST-02704,Danielle Anderson,shawjoel@example.com,2025-11-27,UK,3,Hibernating,298,3,173.87,34,-0.683,0.812,556.46
CUST-02705,Erica Huynh,garzajill@example.org,2024-07-08,US,1,Loyal Customers,15,9,812.51,22,0.449,0.209,9963.44
CUST-02706,Karen Williams,kwalters@example.org,2024-02-14,SG,0,Champions,4,17,1106.45,13,0.568,0.008,15819.13
CUST-02707,Nina Chapman,wgomez@example.net,2023-06-23,BR,3,Hibernating,242,2,88.99,46,-0.491,0.79,147.93
CUST-02708,John Daniels,susan40@example.net,2024-08-26,DE,1,Loyal Customers,40,5,960.47,16,0.323,0.172,6640.53
CUST-02709,Rachel Howard,mariaweaver@example.com,2025-02-03,UK,2,At Risk,131,6,429.64,28,-0.196,0.292,3823.21
CUST-02710,Karen Sullivan,andrewromero@example.com,2025-04-14,UK,3,Hibernating,145,3,182.2,40,-0.443,0.626,458.63
CUST-02711,Kevin Jackson,sandra55@example.org,2025-09-21,AU,2,At Risk,66,3,952.06,21,-0.092,0.355,3898.39
CUST-02712,Justin Thompson,alan18@example.org,2024-09-24,US,1,Loyal Customers,47,8,522.07,26,0.731,0.113,6260.86
CUST-02713,Mary Reid,katherinezhang@example.com,2023-12-19,SG,3,Hibernating,190,3,261.24,29,-0.344,0.772,899.91
CUST-02714,Chelsea Hodges,debbiedavis@example.org,2023-12-04,US,0,Champions,26,14,1679.59,21,0.941,0.048,23992.15
CUST-02715,Donald Roberts,brookefrench@example.net,2026-01-07,JP,4,New Customers,16,2,189.76,38,0.107,0.058,423.33
CUST-02716,Christopher Steele,taylorraymond@example.com,2024-09-09,ID,4,New Customers,11,1,120.38,40,0.128,0.151,98.74
CUST-02717,Amy Carpenter,elee@example.com,2024-06-11,UK,1,Loyal Customers,60,9,664.56,26,0.527,0.092,8064.21
CUST-02718,Alicia Hall,williamskathleen@example.net,2024-03-02,US,4,New Customers,6,2,188.16,8,0.472,0.151,405.5
CUST-02719,Phillip Ryan,dennisevans@example.com,2023-08-19,US,1,Loyal Customers,48,9,612.02,46,0.486,0.215,7999.75
CUST-02720,Kevin Reyes,nealrobert@example.org,2025-06-25,US,2,At Risk,83,3,386.13,50,-0.015,0.445,1573.94
CUST-02721,John Johnson,hcampbell@example.net,2025-01-04,UK,2,At Risk,121,8,1036.47,10,-0.25,0.399,11066.73
CUST-02722,Amy Cantrell,peterrobinson@example.net,2024-09-26,US,3,Hibernating,219,1,49.02,47,-0.513,0.677,72.96
CUST-02723,Kenneth Perez,jameshenderson@example.com,2025-01-16,US,0,Champions,30,16,4168.78,35,0.889,0.032,83215.02
CUST-02724,Shannon Nunez,tonyamercado@example.com,2023-09-21,SG,4,New Customers,1,1,80.92,27,-0.037,0.341,91.99
CUST-02725,Timothy Williamson,jennifer64@example.org,2024-01-31,US,2,At Risk,131,4,414.44,38,-0.02,0.337,2017.27
CUST-02726,Jasmine Hill,darren37@example.org,2025-03-16,US,4,New Customers,15,1,467.56,10,0.19,0.209,699.45
CUST-02727,Steven Mills,wtapia@example.org,2025-01-10,UK,2,At Risk,93,4,1012.1,11,0.326,0.361,5308.72
CUST-02728,Christine King,hector04@example.com,2023-07-12,US,4,New Customers,2,1,278.52,50,0.544,0.312,395.26
CUST-02729,Scott Garcia,fsmith@example.com,2025-11-13,DE,1,Loyal Customers,37,9,1453.58,50,0.343,0.098,15340.25
CUST-02730,Chelsea Evans,blakejackson@example.net,2024-03-01,BR,2,At Risk,104,8,377.88,34,-0.359,0.434,2788.39
CUST-02731,Derek Adams,rjackson@example.com,2025-01-20,US,1,Loyal Customers,52,12,1450.49,22,0.491,0.173,24630.28
CUST-02732,Rebecca Mason,carmstrong@example.net,2023-04-12,BR,2,At Risk,94,3,192.44,18,0.173,0.39,585.32
CUST-02733,Shane Mejia,julie62@example.com,2025-08-12,US,2,At Risk,143,6,607.03,14,-0.592,0.448,5069.39
CUST-02734,Diana Mcdonald,zacharygross@example.com,2023-07-03,DE,0,Champions,5,11,1193.74,30,0.773,0.07,13128.86
CUST-02735,Veronica Smith,jeremy55@example.com,2024-05-16,DE,2,At Risk,122,8,1419.11,7,-0.182,0.46,12664.42
CUST-02736,James Ramirez,kimberly90@example.org,2025-09-15,US,4,New Customers,13,1,144.16,43,0.679,0.231,183.8
CUST-02737,Karen Jones,fwilliams@example.net,2025-12-07,JP,1,Loyal Customers,20,4,544.93,36,0.407,0.08,2322.83
CUST-02738,Brandon Walker,joshua70@example.com,2024-10-29,US,1,Loyal Customers,14,11,836.53,36,0.458,0.251,7752.95
CUST-02739,Paul Bridges,natalie46@example.com,2023-10-17,JP,3,Hibernating,275,2,289.45,18,-0.346,0.718,596.42
CUST-02740,Jasmine Hall,richardsonkenneth@example.net,2023-08-09,DE,3,Hibernating,128,2,190.49,16,-0.421,0.808,391.46
CUST-02741,Rose Francis,maysedward@example.com,2023-12-11,US,2,At Risk,78,5,992.57,16,0.39,0.486,7031.21
CUST-02742,Ashley Waters,matthew78@example.com,2023-04-27,DE,0,Champions,28,19,4045.28,34,0.721,0.053,65207.26
CUST-02743,David Jenkins,cjohnson@example.org,2024-04-15,ID,4,New Customers,15,2,267.42,6,-0.296,0.26,743.32
CUST-02744,Thomas Vargas,jasonsanders@example.net,2025-02-07,BR,1,Loyal Customers,21,8,657.38,25,0.534,0.154,5170.46
CUST-02745,Alison Sullivan,kelleyderek@example.net,2024-01-05,JP,2,At Risk,128,4,1256.26,46,-0.278,0.419,4252.04
CUST-02746,Stephen Alvarez,kimberly90@example.net,2025-02-26,SG,3,Hibernating,175,2,217.28,2,-0.403,0.802,542.87
CUST-02747,Katie Murphy,erica06@example.com,2024-02-08,US,3,Hibernating,353,3,207.47,40,-0.395,0.887,551.66
CUST-02748,Christine Frazier,heathersteele@example.net,2025-04-13,JP,2,At Risk,124,7,1042.45,49,0.008,0.348,7809.39
CUST-02749,Mrs. Sarah Lindsey,melanie49@example.org,2023-10-28,ID,3,Hibernating,268,2,296.69,11,-0.332,0.668,842.22
CUST-02750,Melissa Brown,whubbard@example.org,2025-07-20,BR,3,Hibernating,273,1,105.7,32,-0.849,0.848,127.38
CUST-02751,Melanie Ramos,lmyers@example.org,2023-07-13,UK,1,Loyal Customers,40,5,693.63,10,0.676,0.163,3390.65
CUST-02752,Christopher Galvan,wellssherry@example.net,2025-09-15,UK,1,Loyal Customers,15,12,1545.86,18,0.541,0.009,17113.05
CUST-02753,Russell Combs,chambersashley@example.net,2023-11-30,SG,1,Loyal Customers,23,12,1367.66,12,0.379,0.187,19120.29
CUST-02754,Justin Barnes MD,kendrahall@example.org,2025-03-06,US,1,Loyal Customers,60,5,471.71,43,0.237,0.0,2975.72
CUST-02755,Tammy Ferguson,cheryl26@example.net,2024-06-22,SG,2,At Risk,110,4,1424.0,13,-0.157,0.439,6618.51
CUST-02756,Daniel Dominguez,teresamiller@example.org,2024-08-15,BR,2,At Risk,66,8,930.4,12,-0.066,0.508,6713.72
CUST-02757,William Guzman,rodriguezmichael@example.net,2025-10-30,US,0,Champions,4,8,1333.01,2,0.859,0.071,8652.77
CUST-02758,Joanna Mcknight,bryanmorgan@example.net,2025-02-06,US,3,Hibernating,218,2,141.51,3,-0.001,0.598,327.04
CUST-02759,Jacob Davies,susannelson@example.net,2025-05-31,AU,3,Hibernating,291,3,277.47,47,-0.174,0.77,890.98
CUST-02760,Diana Hartman,terrykirsten@example.net,2026-02-12,UK,0,Champions,3,12,1352.08,7,0.39,0.0,16259.6
CUST-02761,Angela Hardy,perrywayne@example.org,2024-11-16,AU,4,New Customers,8,2,466.42,43,0.114,0.147,1362.3
CUST-02762,Tiffany Nelson,ericacooper@example.net,2025-06-23,US,3,Hibernating,313,1,240.13,50,-0.112,0.671,320.93
CUST-02763,Nicole Leach,garciadebra@example.com,2025-09-14,UK,3,Hibernating,155,1,108.16,39,-0.514,0.671,110.48
CUST-02764,Mary Valenzuela,murphyjames@example.com,2023-06-07,DE,3,Hibernating,145,1,21.02,3,-0.02,0.721,23.54
CUST-02765,Anthony George,robertevans@example.com,2023-06-09,JP,3,Hibernating,354,1,20.98,19,-0.345,0.711,30.64
CUST-02766,Jose Ryan,gibsonrichard@example.net,2023-12-09,US,4,New Customers,19,2,235.64,3,0.623,0.14,674.9
CUST-02767,Jennifer Thompson,marissa85@example.org,2026-01-16,US,0,Champions,14,18,2254.7,6,1.0,0.067,32838.19
CUST-02768,Judith Black,stephanie27@example.net,2024-05-28,US,3,Hibernating,354,2,103.75,7,-0.34,0.92,268.27
CUST-02769,Jason Smith,ballnicole@example.com,2023-09-14,UK,4,New Customers,8,2,30.75,22,0.036,0.172,53.53
CUST-02770,John Myers,grantalyssa@example.org,2024-04-02,SG,3,Hibernating,356,3,95.28,4,-0.608,0.796,333.28
CUST-02771,Joy Reid,virginiafisher@example.net,2024-05-10,UK,0,Champions,25,16,3920.94,37,1.0,0.184,59072.03
CUST-02772,Daniel Pratt,lmccoy@example.net,2024-04-23,SG,3,Hibernating,216,3,223.17,27,0.006,0.704,610.27
CUST-02773,Joseph Nicholson,fyoder@example.org,2023-04-13,ID,3,Hibernating,320,1,167.83,37,-0.391,0.586,199.52
CUST-02774,Elizabeth Stanley,kennethsandoval@example.com,2024-02-23,BR,4,New Customers,19,1,252.06,44,0.809,0.238,314.72
CUST-02775,Albert Davis,summerellis@example.org,2023-04-09,DE,3,Hibernating,138,2,28.58,29,-0.423,0.826,52.95
CUST-02776,Theodore Hudson,tmorrow@example.org,2024-04-18,UK,2,At Risk,69,7,763.54,46,-0.343,0.483,6500.81
CUST-02777,Mariah Cole,samanthacarter@example.com,2024-08-02,AU,1,Loyal Customers,15,6,976.9,24,0.457,0.171,6554.14
CUST-02778,Phillip Norris,belljeffrey@example.com,2024-04-27,UK,4,New Customers,17,1,208.67,7,0.284,0.084,247.76
CUST-02779,Angela Patel,xclarke@example.com,2026-02-14,US,0,Champions,29,17,2158.45,6,0.719,0.134,49491.5
CUST-02780,David Ross,mary88@example.org,2023-09-27,US,2,At Risk,125,5,1461.55,33,-0.107,0.512,8183.53
CUST-02781,Mitchell Hayes,xwright@example.com,2024-12-07,US,3,Hibernating,291,3,58.63,40,-0.561,0.718,163.47
CUST-02782,Zachary Yu,ronniejames@example.com,2025-10-20,AU,0,Champions,18,18,4087.56,11,0.544,0.11,73298.82
CUST-02783,Tracy Russell,andersonbonnie@example.net,2025-04-17,UK,3,Hibernating,271,2,283.19,13,-0.292,0.775,517.62
CUST-02784,Savannah Estrada,denniswilliams@example.com,2024-01-09,US,3,Hibernating,242,2,163.42,5,-0.028,0.775,447.06
CUST-02785,Jasmine Martin,ielliott@example.org,2024-11-12,US,4,New Customers,9,2,155.21,37,0.368,0.12,323.65
CUST-02786,Benjamin Chavez,wthompson@example.com,2025-10-30,DE,1,Loyal Customers,41,4,774.13,10,0.499,0.077,2483.47
CUST-02787,Dr. Theresa Sandoval,briannamclaughlin@example.net,2025-07-25,US,3,Hibernating,152,2,159.14,38,-0.386,0.69,258.65
CUST-02788,Frank Tran,zgrimes@example.net,2025-06-03,BR,3,Hibernating,136,3,131.8,23,-0.545,0.563,429.8
CUST-02789,Jon Carr,sabrina60@example.com,2023-10-01,US,4,New Customers,15,1,129.3,32,0.133,0.215,193.22
CUST-02790,Joseph Williams,paula31@example.com,2024-01-31,DE,2,At Risk,131,7,592.93,19,-0.437,0.451,3335.1
CUST-02791,Nichole Cherry,mooredavid@example.org,2023-05-11,JP,0,Champions,17,18,4753.94,13,1.0,0.132,78095.65
CUST-02792,Austin Evans,jspears@example.net,2023-07-09,BR,1,Loyal Customers,38,7,362.16,6,0.911,0.151,2719.27
CUST-02793,Elizabeth Pearson,melissaharrell@example.net,2025-08-19,US,4,New Customers,12,1,256.29,24,0.592,0.142,374.2
CUST-02794,Eric Smith,omorris@example.net,2025-03-26,SG,3,Hibernating,312,1,45.61,2,-0.461,0.501,55.98
CUST-02795,Kevin Fernandez,marissa64@example.org,2026-01-26,AU,3,Hibernating,346,1,294.7,22,-0.003,0.843,274.12
CUST-02796,Brandy Kerr,christine20@example.net,2024-01-04,US,0,Champions,29,8,3847.41,30,0.562,0.03,25770.51
CUST-02797,Ronald Johnson,bholder@example.net,2023-09-01,US,3,Hibernating,171,1,29.19,29,-0.488,0.751,35.48
CUST-02798,Debbie Bullock,kmartinez@example.net,2023-05-18,AU,3,Hibernating,121,2,91.8,43,-0.019,0.581,158.01
